Unnamed: 0,token,lemma_fll,lemma@POS,status,lemma,POS,tokenURI,sent_id,NER,RE_artikel,nested_RE_artikel
6504,nec,109873,nec@CON,lta-unique-wf,nec,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006505,183,,,
6505,confutatus,896413,confutatus@NN,lta-unique-wf,confutatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006506,183,,,
6506,cum,109543,cum@AP,lta-unique-wf,cum,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006507,183,,,
6507,abiecto,1496103,abiectus@ADJ,lta-multiple-wfs-unique-lemma,abiectus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006508,183,,,
6508,consorte,243301124,consors@NN,lta-multiple-wfs-unique-lemma,consors,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006509,183,,,
6509,poenali,244199100,poenalis@ADJ,lta-multiple-wfs-unique-lemma,poenalis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006510,183,,,
6510,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006511,183,,,
6511,morte,243397131,mors@NN,lta-unique-wf,mors,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006512,183,,,
6512,multatus,1177185,multatus@NN,lta-unique-wf,multatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006513,183,,,
6513,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006514,183,,,
6514,Et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006515,184,,,
6515,ducebatur,5119081,duco@V,lta-unique-wf,duco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006516,184,,,
6516,intrepidus,2546278,intrepidus@ADJ,lta-unique-wf,intrepidus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006517,184,,,
6517,temporum,1412962,tempus@NN,lta-unique-wf,tempus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006518,184,,,
6518,iniquitati,243369776,iniquitas@NN,lta-multiple-wfs-unique-lemma,iniquitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006519,184,,,
6519,insultans,5931474,insulto@V,lta-multiple-wfs-unique-lemma,insulto,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006520,184,,,
6520,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006521,184,,,
6521,imitatus,241441945,imitatus@NN,lta-multiple-wfs-unique-lemma,imitatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006522,184,,,
6522,Zenonem,243233312,Zenon@NP,lta-unique-wf,Zenon,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006523,184,B-PERS,RE-Zenon_2,
6523,illum,1066780,hilla@NN,lta-unique-wf,hilla,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006524,184,,,
6524,veterem,598256672,vetus@ADJ,lta-multiple-wfs-unique-lemma,vetus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006525,184,,,
6525,Stoicum,609261,Stoicus@NE,lta-unique-wf,Stoicus,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006526,184,B-GRP,,
6526,qui,597967091,qui@ADV,lta-unique-wf,qui,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006527,184,,,
6527,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006528,184,,,
6528,mentiretur,6232166,mentior@V,lta-unique-wf,mentior,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006529,184,,,
6529,quaedam,244511152,quidam@PRO,lta-multiple-wfs-unique-lemma,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006530,184,,,
6530,laceratus,1126713,laceratus@NN,lta-unique-wf,laceratus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006531,184,,,
6531,diutius,167820,diu@ADV,lta-unique-wf,diu,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006532,184,,,
6532,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006533,184,,,
6533,avulsam,3875157,avello@V,lta-unique-wf,avello,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006534,184,,,
6534,sedibus,241479205,sedes@NN,lta-multiple-wfs-unique-lemma,sedes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006535,184,,,
6535,linguam,1141045,lingua@NN,lta-unique-wf,lingua,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006536,184,,,
6536,suam,245550212,suus@PRO,lta-unique-wf,suus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006537,184,,,
6537,cum,109543,cum@AP,lta-unique-wf,cum,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006538,184,,,
6538,cruento,2070830,cruentus@ADJ,lta-multiple-wfs-unique-lemma,cruentus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006539,184,,,
6539,sputamine,243465262,sputamen@NN,lta-unique-wf,sputamen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006540,184,,,
6540,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006541,184,,,
6541,oculos,243409180,oculus@NN,lta-unique-wf,oculus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006542,184,,,
6542,interrogantis,1109362,interrogans@NN,lta-unique-wf,interrogans,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006543,184,,,
6543,Cyprii,241361824,Cyprii@NE,lta-multiple-super-lemmata,Cyprii,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006544,184,B-LOC,,
6544,regis,1329496,rex@NN,lta-unique-wf,rex,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006545,184,,,
6545,inpegit,5727738,impingo@V,lta-unique-wf,impingo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006546,184,,,
6546,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006547,184,,,
6547,7,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006548,185,,,
6548,Post,109618,post@AP,lta-unique-wf,post,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006549,185,,,
6549,haec,244509712,hic@PRO,lta-multiple-wfs-unique-lemma,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006550,185,,,
6550,indumentum,241444580,indumentum@NN,lta-multiple-wfs-unique-lemma,indumentum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006551,185,,,
6551,regale,2964365,regalis@ADJ,lta-multiple-wfs-unique-lemma,regalis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006552,185,,,
6552,quaerebatur,7026977,quaero@V,lta-unique-wf,quaero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006553,185,,,
6553,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006554,185,,,
6554,ministris,1168863,minister@NN,lta-multiple-wfs-unique-lemma,minister,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006555,185,,,
6555,fucandae,497450716,fuco@V,lta-multiple-wfs-unique-lemma,fuco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006556,185,,,
6556,purpurae,1299194,purpura@NN,lta-multiple-wfs-unique-lemma,purpura,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006557,185,,,
6557,tortis,1422845,tortum@NN,lta-multiple-wfs-unique-lemma,tortum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006558,185,,,
6558,confessisque,502290050,confessus@ADJ,lta-multiple-wfs-unique-lemma,confessus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006559,185,,,
6559,pectoralem,244168632,pectoralis@ADJ,lta-multiple-wfs-unique-lemma,pectoralis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006560,185,,,
6560,tuniculam,1434620,tunicula@NN,lta-unique-wf,tunicula,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006561,185,,,
6561,sine,109660,sine@AP,lta-unique-wf,sine,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006562,185,,,
6562,manicis,1155551,manica@NN,lta-multiple-wfs-unique-lemma,manica,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006563,185,,,
6563,textam,242711068,textus@ADJ,lta-unique-wf,textus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006564,185,,,
6564,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006565,185,,,
6565,Maras,488464918,Marius@NP,lta-multiple-super-lemmata,Marius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006566,185,B-PERS,RE-Mara_7,
6566,nomine,243402774,nomen@NN,lta-unique-wf,nomen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006567,185,,,
6567,quidam,244511146,quidam@PRO,lta-multiple-wfs-unique-lemma,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006568,185,,,
6568,inductus,5824120,induco@V,lta-multiple-wfs-unique-lemma,induco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006569,185,,,
6569,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006570,185,,,
6570,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006571,185,,,
6571,appellant,594825184,appello@V,lta-multiple-lemmata-unique-superlemma,appello,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006572,185,,,
6572,Christiani,352772,Christianus@NP,lta-multiple-wfs-unique-lemma,Christianus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006573,185,B-GRP,,
6573,diaconus,961287,diaconus@NN,lta-unique-wf,diaconus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006574,185,,,
6574,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006575,185,,,
6575,cuius,296826593,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006576,185,,,
6576,prolatae,242477514,prolatus@ADJ,lta-multiple-wfs-unique-lemma,prolatus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006577,185,,,
6577,litterae,1142667,littera@NN,lta-multiple-wfs-unique-lemma,littera,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006578,185,,,
6578,scriptae,3021382,scriptus@ADJ,lta-multiple-wfs-unique-lemma,scriptus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006579,185,,,
6579,Graeco,641399,Graecus@NP,lta-multiple-wfs-unique-lemma,Graecus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006580,185,B-GRP,,
6580,sermone,243460086,sermo@NN,lta-unique-wf,sermo,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006581,185,,,
6581,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006582,185,,,
6582,Tyrii,1437311,tyrium@NN,lta-multiple-super-lemmata,tyrium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006583,185,B-LOC,,
6583,textrini,3189035,textrinus@ADJ,lta-multiple-wfs-unique-lemma,textrinus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006584,185,,,
6584,praepositum,1272851,praepositus@NN,lta-unique-wf,praepositus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006585,185,,,
6585,celerari,3986708,celero@V,lta-unique-wf,celero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006586,185,,,
6586,speciem,243464005,species@NN,lta-unique-wf,species,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006587,185,,,
6587,perurgebant,6678771,perurgeo@V,lta-unique-wf,perurgeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006588,185,,,
6588,quam,109931,quam@CON,lta-unique-wf,quam,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006589,185,,,
6589,autem,109794,autem@CON,lta-unique-wf,autem,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006590,185,,,
6590,non,241322627,non@ADV,lta-unique-wf,non,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006591,185,,,
6591,indicabant,497730386,indico@V,lta-unique-wf,indico,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006592,185,,,
6592,denique,161650,denique@ADV,lta-unique-wf,denique,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006593,185,,,
6593,etiam,109836,etiam@CON,lta-unique-wf,etiam,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006594,185,,,
6594,idem,244509770,idem@PRO,lta-multiple-wfs-unique-lemma,idem,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006595,185,,,
6595,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006596,185,,,
6596,usque,250529,usque@ADV,lta-unique-wf,usque,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006597,185,,,
6597,discrimen,971134,discrimen@NN,lta-multiple-wfs-unique-lemma,discrimen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006598,185,,,
6598,vitae,1468687,vita@NN,lta-multiple-wfs-unique-lemma,vita,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006599,185,,,
6599,vexatus,1460790,vexatus@NN,lta-unique-wf,vexatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006600,185,,,
6600,nihil,496762542,nemo@PRO,lta-multiple-wfs-unique-lemma,nemo,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006601,185,,,
6601,fateri,5482485,fateor@V,lta-unique-wf,fateor,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006602,185,,,
6602,conpulsus,886646,compulsus@NN,lta-unique-wf,compulsus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006603,185,,,
6603,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006604,185,,,
6604,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006605,185,,,
6605,8,779497057,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006606,186,,,
6606,Quaestione,243440701,quaestio@NN,lta-unique-wf,quaestio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006607,186,,,
6607,igitur,109849,igitur@CON,lta-unique-wf,igitur,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006608,186,,,
6608,per,109612,per@AP,lta-unique-wf,per,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006609,186,,,
6609,multiplices,244118964,multiplex@ADJ,lta-multiple-wfs-unique-lemma,multiplex,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006610,186,,,
6610,dilatata,2185937,dilatatus@ADJ,lta-multiple-wfs-unique-lemma,dilatatus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006611,186,,,
6611,fortunas,1039526,fortuna@NN,lta-multiple-wfs-unique-lemma,fortuna,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006612,186,,,
6612,cum,241279620,cum@CON,lta-unique-wf,cum,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006613,186,,,
6613,ambigerentur,3598239,ambigo@V,lta-unique-wf,ambigo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006614,186,,,
6614,quaedam,244511152,quidam@PRO,lta-multiple-wfs-unique-lemma,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006615,186,,,
6615,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006616,186,,,
6616,non,241322627,non@ADV,lta-unique-wf,non,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006617,186,,,
6617,nulla,573258603,nullus@ADJ,lta-multiple-wfs-unique-lemma,nullus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006618,186,,,
6618,levius,2609235,levis@ADJ,lta-multiple-wfs-unique-lemma,levis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006619,186,,,
6619,actitata,3417526,actito@V,lta-multiple-wfs-unique-lemma,actito,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006620,186,,,
6620,constaret,4511593,consto@V,lta-multiple-wfs-unique-lemma,consto,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006621,186,,,
6621,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006622,186,,,
6622,post,109618,post@AP,lta-unique-wf,post,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006623,186,,,
6623,multorum,2682084,multus@ADJ,lta-multiple-wfs-unique-lemma,multus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006624,186,,,
6624,clades,243284744,clades@NN,lta-multiple-wfs-unique-lemma,clades,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006625,186,,,
6625,Apollinares,1478510,Apollinaris@ADJ,lta-multiple-wfs-unique-lemma,Apollinaris,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006626,186,B-PERS,COLLECTIVE,
6626,ambo,243489841,umbo@NN,lta-multiple-wfs-unique-lemma,umbo,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006627,186,,,
6627,pater,510638003,pater@NN,lta-multiple-wfs-unique-lemma,pater,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006628,186,,,
6628,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006629,186,,,
6629,filius,297486300,filius@NN,lta-multiple-wfs-unique-lemma,filius,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006630,186,,,
6630,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006631,186,,,
6631,exilium,1020119,exsilium@NN,lta-multiple-wfs-unique-lemma,exsilium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006632,186,,,
6632,acti,3560917,ago@V,lta-multiple-wfs-unique-lemma,ago,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006633,186,,,
6633,cum,241279620,cum@CON,lta-unique-wf,cum,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006634,186,,,
6634,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006635,186,,,
6635,locum,1143708,locus@NN,lta-unique-wf,locus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006636,186,,,
6636,Crateras,921160,cratera@NN,lta-multiple-wfs-unique-lemma,cratera,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006637,186,B-LOC,,
6637,nomine,243402774,nomen@NN,lta-unique-wf,nomen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006638,186,,,
6638,pervenissent,6684055,pervenio@V,lta-unique-wf,pervenio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006639,186,,,
6639,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006640,186,,,
6640,villam,1464228,villa@NN,lta-unique-wf,villa,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006641,186,,,
6641,scilicet,241336076,scilicet@ADV,lta-unique-wf,scilicet,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006642,186,,,
6642,suam,245550212,suus@PRO,lta-unique-wf,suus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006643,186,,,
6643,quae,389792491,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006644,186,,,
6644,ab,109438,ab@AP,lta-unique-wf,ab,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006645,186,,,
6645,Antiochia,298285,Antiochia@NE,lta-multiple-wfs-unique-lemma,Antiochia,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006646,186,B-LOC,,
6646,vicensimo,608010111,vicesimus@ORD,lta-multiple-wfs-unique-lemma,vicesimus,ORD,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006647,186,,,
6647,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006648,186,,,
6648,quarto,241347466,quartus@ORD,lta-multiple-wfs-unique-lemma,quartus,ORD,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006649,186,,,
6649,disiungitur,5045230,disiungo@V,lta-unique-wf,disiungo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006650,186,,,
6650,lapide,555455910,lapis@NN,lta-unique-wf,lapis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006651,186,,,
6651,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006652,186,,,
6652,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006653,186,,,
6653,mandatum,1155052,mandatum@NN,lta-multiple-wfs-unique-lemma,mandatum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006654,186,,,
6654,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006655,186,,,
6655,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006656,186,,,
6656,fractis,242051645,fractus@ADJ,lta-multiple-wfs-unique-lemma,fractus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006657,186,,,
6657,cruribus,925103,crus@NN,lta-multiple-wfs-unique-lemma,crus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006658,186,,,
6658,occiduntur,6444508,occido@V,lta-unique-wf,occido,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006659,186,,,
6659,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006660,186,,,
6660,9,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006661,187,,,
6661,Post,218254,post@ADV,lta-unique-wf,post,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006662,187,,,
6662,quorum,244510938,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006663,187,,,
6663,necem,243402251,nex@NN,lta-unique-wf,nex,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006664,187,,,
6664,nihilo,1190539,nihilum@NN,lta-multiple-wfs-unique-lemma,nihilum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006665,187,,,
6665,lenius,2606295,lenis@ADJ,lta-multiple-wfs-unique-lemma,lenis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006666,187,,,
6666,ferociens,5496730,ferocio@V,lta-multiple-wfs-unique-lemma,ferocio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006667,187,,,
6667,Gallus,418102,Gallus@NP,lta-unique-wf,Gallus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006668,187,B-PERS,RE-Constantius_5,
6668,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006669,187,,,
6669,leo,243580640,Leus@ADJ,lta-multiple-wfs-unique-lemma,Leus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006670,187,,,
6670,cadaveribus,551191335,cadaver@NN,lta-multiple-wfs-unique-lemma,cadaver,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006671,187,,,
6671,pastus,242376574,pastus@ADJ,lta-unique-wf,pastus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006672,187,,,
6672,multa,1177769,multum@NN,lta-multiple-wfs-unique-lemma,multum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006673,187,,,
6673,huius,182992,hue@ADV,lta-unique-wf,hue,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006674,187,,,
6674,modi,1171877,modus@NN,lta-multiple-wfs-unique-lemma,modus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006675,187,,,
6675,scrutabatur,7327155,scrutor@V,lta-unique-wf,scrutor,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006676,187,,,
6676,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006677,187,,,
6677,Quae,389792491,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006678,188,,,
6678,singula,1353517,sembella@NN,lta-multiple-super-lemmata,sembella,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006679,188,,,
6679,narrare,497649276,narro@V,lta-multiple-wfs-unique-lemma,narro,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006680,188,,,
6680,non,241322627,non@ADV,lta-unique-wf,non,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006681,188,,,
6681,refert,525054,refero@V,lta-unique-wf,refero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006682,188,,,
6682,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006683,188,,,
6683,me,594750178,ego@PRO,lta-multiple-wfs-unique-lemma,ego,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006684,188,,,
6684,professione,243432915,professio@NN,lta-unique-wf,professio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006685,188,,,
6685,modum,1171879,modus@NN,lta-unique-wf,modus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006686,188,,,
6686,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00006687,188,,,
